km,brand,fuel,gear,price,cv,year
28458,Renault,Gasoline,Automatic,28401,227,2019
34464,Volkswagen,Gasoline,Automatic,28450,248,2019
22422,Volkswagen,Gasoline,Automatic,28480,193,2019
5,Kia,Gasoline,Automatic,28590,181,2019
28933,Kia,Gasoline,Automatic,28690,241,2019
20302,Ford,Diesel,Manual,28711,193,2019
17894,Volkswagen,Diesel,Manual,28718,116,2019
9900,Audi,Diesel,Automatic,28750,138,2019
8191,Audi,Diesel,Automatic,28850,152,2019
13399,Volkswagen,Diesel,Manual,28870,152,2019
10193,Ford,Diesel,Automatic,28950,181,2019
25929,Ford,Diesel,Automatic,28990,181,2019
17908,Ford,Gasoline,Manual,20750,127,2020
3437,Ford,Diesel,Manual,20750,127,2020
4600,Renault,Gasoline,Manual,20780,142,2020
10,Mazda,Gasoline,Manual,20790,124,2020
14700,Seat,Gasoline,Automatic,20830,152,2020
9466,Volkswagen,Gasoline,Manual,20900,133,2020
5962,Opel,Gasoline,Automatic,20950,133,2020
7300,Ford,Gasoline,Manual,20950,127,2020
10,Ford,Hybrid,Manual,20950,127,2020
3800,Renault,Gasoline,Manual,20980,142,2020
3078,Ford,Gasoline,Manual,20999,127,2020
3352,Ford,Diesel,Manual,21220,127,2020
10,Hyundai,Hybrid,Automatic,21250,106,2020
2585,Ford,Gasoline,Manual,21298,127,2020
2248,Ford,Hybrid,Manual,21450,127,2020
29,Ford,Gasoline,Automatic,21490,127,2020
18595,Ford,Gasoline,Manual,21490,152,2020
9306,Ford,Gasoline,Manual,21498,127,2020
10,Hyundai,Gasoline,Automatic,21540,142,2020
6500,Seat,Gasoline,Manual,21550,118,2020
5,Hyundai,Gasoline,Automatic,36870,181,2021
10,Hyundai,Gasoline,Automatic,36990,284,2021
10,Hyundai,Gasoline,Automatic,37550,284,2021
5,Hyundai,Hybrid,Automatic,37970,233,2021
125,Volkswagen,Diesel,Automatic,37980,152,2021
18,Hyundai,Hybrid,Automatic,37988,233,2021
10,Hyundai,Hybrid,Automatic,38387,233,2021
10,Hyundai,Hybrid,Automatic,38440,269,2021
12,Ford,Diesel,Manual,39850,188,2021
5,Jeep,Hybrid,Automatic,39890,181,2021
12,Hyundai,Gasoline,Automatic,39988,181,2021
2900,Cupra,Hybrid,Automatic,39990,248,2021
2500,Cupra,Hybrid,Automatic,39990,248,2021
1500,Cupra,Gasoline,Automatic,40499,304,2021
2500,Opel,Hybrid,Automatic,40780,304,2021
2222,Peugeot,Gasoline,Automatic,40840,184,2021
10,Ford,Diesel,Automatic,40850,215,2021
10,Citroen,Diesel,Automatic,40890,179,2021
177000,Renault,Diesel,Manual,3990,91,2011
177000,Ford,Diesel,Manual,3999,111,2011
83223,Peugeot,Gasoline,Manual,3999,96,2011
69000,Renault,Gasoline,Manual,3999,76,2011
162300,Opel,Gasoline,Manual,3999,102,2011
144000,Mercedes-Benz,Diesel,Manual,3999,111,2011
168000,Hyundai,Diesel,Manual,3999,91,2011
181701,Opel,Diesel,Manual,3999,112,2011
99800,Seat,Gasoline,Manual,4000,70,2011
145000,Citroen,Gasoline,Manual,4000,74,2011
54071,Hyundai,Gasoline,Manual,4099,70,2011
176000,Suzuki,Diesel,Manual,4200,76,2011
30500,Peugeot,Gasoline,Manual,4200,96,2011
306000,Fiat,Diesel,Manual,4200,138,2011
62000,Fiat,Gasoline,Manual,4200,70,2011
144134,Hyundai,Diesel,Manual,4490,91,2012
130000,Fiat,Gasoline,Manual,4490,70,2012
43000,Hyundai,Gasoline,Manual,4490,70,2012
264038,Volkswagen,Diesel,Manual,4490,106,2012
79000,Renault,Gasoline,Manual,4490,76,2012
77709,Nissan,Gasoline,Manual,4490,81,2012
110474,Peugeot,Gasoline,Manual,4499,96,2012
168000,Peugeot,Diesel,Manual,4499,113,2012
79500,Opel,Gasoline,Manual,4499,70,2012
75000,Ford,Gasoline,Manual,4499,61,2012
90000,Kia,Gasoline,Manual,4499,70,2012
98789,Opel,Gasoline,Manual,4499,88,2012
90000,Volkswagen,Gasoline,Manual,4500,61,2012
207000,Opel,Diesel,Manual,4500,106,2012
153000,Skoda,Diesel,Manual,4500,76,2012
148000,Opel,Diesel,Manual,4500,112,2012
65500,Opel,Gasoline,Manual,4500,70,2012
117000,Volkswagen,Gasoline,Manual,4500,76,2012
167500,Opel,Diesel,Manual,4500,133,2012
61700,Renault,Gasoline,Manual,4500,76,2012
97000,Kia,Gasoline,Manual,4990,70,2013
75000,Mitsubishi,Gasoline,Manual,4999,81,2013
155000,Renault,Gasoline,Manual,4999,118,2013
124600,Skoda,Gasoline,Manual,4999,87,2013
109000,Opel,Gasoline,Manual,5150,88,2013
240000,Ford,Diesel,Manual,5150,142,2013
129073,Kia,Gasoline,Manual,5199,111,2013
77220,Renault,Gasoline,Manual,5200,102,2013
235000,Skoda,Diesel,Manual,5250,106,2013
122500,Fiat,Gasoline,Automatic,5300,87,2013
74000,Renault,Gasoline,Manual,5300,76,2013
98000,Seat,Gasoline,Manual,5300,61,2013
96000,Opel,Gasoline,Manual,5300,70,2013
160000,Chevrolet,Gasoline,Manual,5300,143,2013
197000,Toyota,Gasoline,Manual,5300,100,2013
129000,Nissan,Diesel,Manual,5600,91,2014
108900,Opel,Gasoline,Manual,5650,88,2014
36000,Skoda,Gasoline,Manual,5650,61,2014
50130,Fiat,Gasoline,Manual,5680,70,2014
53196,Smart,Gasoline,Automatic,5700,72,2014
125000,Skoda,Diesel,Manual,5700,76,2014
106700,Skoda,Diesel,Manual,5710,76,2014
90000,Skoda,Diesel,Manual,5750,76,2014
32000,Opel,Gasoline,Manual,5750,70,2014
33000,Fiat,Gasoline,Manual,5750,70,2014
70400,Seat,Gasoline,Manual,5790,70,2014
63000,Dacia,Gasoline,Manual,5790,76,2014
47765,Opel,Gasoline,Manual,5790,70,2014
45000,Peugeot,Gasoline,Manual,5799,83,2014
102900,Ford,Gasoline,Manual,5799,61,2014
97333,Ford,Gasoline,Manual,5800,127,2014
95000,Seat,Gasoline,Manual,5800,106,2014
95000,Fiat,Gasoline,Manual,5800,70,2014
93651,Volkswagen,Gasoline,Manual,5800,61,2014
55299,Hyundai,Gasoline,Manual,5944,68,2015
53800,Volkswagen,Gasoline,Manual,5990,61,2015
53000,Seat,Gasoline,Manual,5990,70,2015
22600,Peugeot,Gasoline,Manual,5990,70,2015
125000,Seat,Gasoline,Manual,5990,87,2015
64000,Skoda,Gasoline,Manual,5990,61,2015
278000,Volkswagen,Diesel,Manual,5990,106,2015
55000,Renault,Gasoline,Manual,5990,72,2015
38000,Volkswagen,Gasoline,Manual,5999,61,2015
91000,Dacia,Gasoline,Manual,5999,91,2015
94751,Peugeot,Gasoline,Manual,5999,83,2015
32000,Renault,Gasoline,Manual,5999,72,2015
30000,Mitsubishi,Gasoline,Manual,5999,72,2015
85675,Volkswagen,Gasoline,Manual,5999,61,2015
54500,Ford,Gasoline,Manual,6100,83,2015
43447,Opel,Gasoline,Manual,6100,70,2015
44849,Smart,Gasoline,Manual,6200,72,2015
50423,Volkswagen,Gasoline,Automatic,34822,339,2016
72072,Volkswagen,Gasoline,Automatic,34822,339,2016
52916,Volkswagen,Gasoline,Automatic,34822,339,2016
59950,Volkswagen,Gasoline,Automatic,34822,339,2016
44615,Volkswagen,Gasoline,Automatic,34822,339,2016
94250,Volkswagen,Gasoline,Automatic,34822,339,2016
86600,Volkswagen,Gasoline,Automatic,34822,339,2016
36409,Volkswagen,Gasoline,Automatic,35777,339,2016
108320,Volkswagen,Gasoline,Automatic,35877,339,2016
58300,Mercedes-Benz,Diesel,Automatic,37900,262,2016
61411,Volkswagen,Gasoline,Automatic,43888,339,2016
16010,Audi,Gasoline,Automatic,44449,359,2016
99989,Mercedes-Benz,Diesel,Automatic,49999,262,2016
35800,Maserati,Gasoline,Automatic,109460,466,2016
65500,Bentley,Gasoline,Automatic,122500,644,2016
171000,Opel,Diesel,Automatic,3299,133,2016
152612,Skoda,Gasoline,Manual,3799,61,2016
98280,Dacia,Gasoline,Manual,4400,74,2016
137000,Dacia,Gasoline,Manual,4490,74,2016
75419,Opel,Diesel,Manual,13990,138,2018
24415,Ford,Gasoline,Manual,13990,102,2018
35000,Hyundai,Gasoline,Manual,14450,122,2018
150000,Volkswagen,Diesel,Automatic,14510,152,2018
16900,Toyota,Hybrid,Automatic,15900,103,2018
83526,Volkswagen,Diesel,Manual,15950,118,2018
65478,Mini,Diesel,Automatic,15999,118,2018
82800,Bmw,Gasoline,Automatic,16300,138,2018
10448,Opel,Gasoline,Manual,16790,133,2018
54900,Audi,Gasoline,Automatic,16900,96,2018
92435,Volkswagen,Diesel,Manual,16950,118,2018
20647,Hyundai,Hybrid,Automatic,16990,143,2018
37000,Toyota,Hybrid,Automatic,17900,99,2018
66000,Audi,Gasoline,Automatic,17990,152,2018
15878,Volkswagen,Gasoline,Automatic,18450,127,2018
8982,Opel,Gasoline,Automatic,18700,112,2018
60150,Volkswagen,Gasoline,Manual,18950,127,2018
64424,Volkswagen,Diesel,Automatic,19450,152,2018
25587,Mini,Gasoline,Manual,19499,195,2018
35990,Seat,Gasoline,Automatic,19550,118,2018
14175,Volvo,Gasoline,Automatic,47900,314,2019
43701,Mercedes-Benz,Diesel,Automatic,48480,290,2019
5526,Mercedes-Benz,Gasoline,Automatic,49290,214,2019
25000,Ford,Diesel,Manual,50247,172,2019
25531,Volvo,Diesel,Automatic,51770,238,2019
16203,Audi,Hybrid,Automatic,52170,372,2019
130,Audi,Diesel,Automatic,52430,207,2019
6897,Audi,Diesel,Automatic,54450,352,2019
29900,Audi,Diesel,Automatic,56950,290,2019
30225,Porsche,Gasoline,Automatic,59900,248,2019
6752,Audi,Diesel,Automatic,60950,290,2019
17480,Audi,Diesel,Automatic,61591,290,2019
25500,Audi,Diesel,Automatic,64888,290,2019
18319,Audi,Gasoline,Automatic,66750,406,2019
15186,Audi,Diesel,Automatic,67480,441,2019
5715,Audi,Gasoline,Automatic,69999,456,2019
7146,Volkswagen,Diesel,Automatic,77960,427,2019
9987,Mercedes-Benz,Gasoline,Automatic,82290,441,2019
24117,Porsche,Gasoline,Automatic,85900,345,2019
2267,Mercedes-Benz,Gasoline,Automatic,86885,461,2019
20683,Volvo,Diesel,Automatic,33780,152,2020
16162,Skoda,Gasoline,Automatic,33841,193,2020
5777,Mazda,Gasoline,Automatic,33870,197,2020
12107,Volkswagen,Gasoline,Automatic,33908,193,2020
12851,Volkswagen,Gasoline,Automatic,33998,221,2020
9853,Volkswagen,Hybrid,Automatic,34390,221,2020
4183,Volkswagen,Gasoline,Automatic,34420,152,2020
13108,Volvo,Diesel,Automatic,34480,193,2020
20238,Volkswagen,Diesel,Automatic,34720,152,2020
50,Skoda,Gasoline,Automatic,34745,248,2020
14900,Audi,Hybrid,Automatic,34750,207,2020
8350,Peugeot,Gasoline,Automatic,34890,184,2020
3500,Volkswagen,Other,Automatic,34900,158,2020
9190,Volkswagen,Electric,Automatic,34920,207,2020
5681,Skoda,Gasoline,Automatic,34928,193,2020
9986,Audi,Gasoline,Automatic,34950,152,2020
6000,Ford,Gasoline,Automatic,34950,167,2020
10,Seat,Gasoline,Automatic,34950,304,2020
8000,Ford,Hybrid,Automatic,34950,227,2020
3500,Volvo,Gasoline,Automatic,34970,165,2020
5000,Volkswagen,Diesel,Automatic,56555,203,2021
4999,Audi,Diesel,Automatic,57880,207,2021
3000,Mercedes-Benz,Diesel,Automatic,57990,240,2021
4900,Peugeot,Hybrid,Automatic,58373,365,2021
3000,Mercedes-Benz,Diesel,Automatic,59990,193,2021
4999,Audi,Diesel,Automatic,63880,207,2021
15,Volkswagen,Diesel,Automatic,64808,207,2021
1500,Volvo,Electric,Automatic,64890,414,2021
1944,Volkswagen,Gasoline,Automatic,64900,284,2021
4900,Volkswagen,Gasoline,Automatic,64980,324,2021
5000,Volvo,Hybrid,Automatic,65880,397,2021
5000,Volkswagen,Diesel,Automatic,69555,207,2021
1000,Volvo,Electric,Automatic,69880,414,2021
15,Volkswagen,Diesel,Automatic,71705,152,2021
3000,Audi,Diesel,Automatic,73450,290,2021
3000,Audi,Diesel,Automatic,73850,290,2021
10,Volvo,Hybrid,Automatic,77480,346,2021
10,Volvo,Hybrid,Automatic,77860,257,2021
3000,Mercedes-Benz,Gasoline,Automatic,82887,395,2021
6500,Porsche,Gasoline,Automatic,83490,359,2021
156459,Ford,Gasoline,Manual,7745,162,2011
229000,Volkswagen,Diesel,Automatic,7750,172,2011
270000,Mercedes-Benz,Diesel,Automatic,7750,207,2011
152000,Volkswagen,Gasoline,Manual,7799,142,2011
170800,Nissan,Diesel,Manual,7900,91,2011
133000,Volkswagen,Gasoline,Manual,7900,106,2011
125700,Ford,Gasoline,Manual,7900,127,2011
126000,Volkswagen,Diesel,Automatic,7900,142,2011
111000,Audi,Diesel,Manual,7900,91,2011
101655,Volkswagen,Gasoline,Automatic,7980,124,2011
89172,Hyundai,Gasoline,Manual,7980,142,2011
82102,Peugeot,Gasoline,Automatic,7990,158,2011
108350,Peugeot,Diesel,Automatic,7990,165,2011
86875,Seat,Gasoline,Manual,7990,127,2011
69598,Ford,Gasoline,Manual,7990,137,2011
110998,Bmw,Gasoline,Manual,7999,172,2011
80000,Seat,Gasoline,Automatic,7999,162,2011
245000,Audi,Diesel,Automatic,8000,145,2011
124500,Mercedes-Benz,Gasoline,Automatic,8100,118,2011
147000,Volkswagen,Gasoline,Manual,8200,124,2011
210842,Audi,Diesel,Manual,8500,145,2012
100000,Hyundai,Diesel,Automatic,8590,138,2012
77600,Opel,Gasoline,Manual,8600,142,2012
205764,Volkswagen,Diesel,Automatic,8600,142,2012
50000,Dacia,Gasoline,Manual,8600,106,2012
89679,Toyota,Hybrid,Automatic,8690,100,2012
63000,Volvo,Gasoline,Manual,8800,147,2012
53400,Citroen,Gasoline,Automatic,8850,158,2012
99769,Opel,Diesel,Manual,8880,165,2012
57300,Volkswagen,Gasoline,Automatic,8900,106,2012
220885,Mercedes-Benz,Diesel,Automatic,8950,172,2012
77500,Ford,Gasoline,Manual,8950,127,2012
340000,Mercedes-Benz,Diesel,Automatic,8950,234,2012
53500,Ford,Gasoline,Manual,8979,91,2012
34900,Ford,Gasoline,Manual,8990,91,2012
123559,Volkswagen,Gasoline,Automatic,8990,181,2012
92272,Hyundai,Gasoline,Manual,8990,137,2012
123814,Volkswagen,Diesel,Manual,8990,106,2012
42000,Opel,Gasoline,Manual,8990,142,2012
79988,Nissan,Gasoline,Manual,9488,119,2013
83465,Ford,Gasoline,Manual,9490,127,2013
84367,Kia,Gasoline,Automatic,9590,137,2013
116700,Opel,Gasoline,Automatic,9643,142,2013
127500,Skoda,Gasoline,Manual,9690,127,2013
105000,Volkswagen,Gasoline,Manual,9690,124,2013
64000,Chevrolet,Gasoline,Manual,9700,142,2013
110700,Mini,Diesel,Automatic,9700,113,2013
196900,Opel,Diesel,Automatic,9700,167,2013
114400,Volkswagen,Gasoline,Manual,9780,106,2013
101383,Skoda,Diesel,Manual,9800,142,2013
117000,Nissan,Gasoline,Manual,9850,119,2013
88523,Opel,Diesel,Manual,9890,127,2013
71000,Volkswagen,Gasoline,Automatic,9900,106,2013
77500,Volkswagen,Gasoline,Automatic,9900,106,2013
126000,Volkswagen,Diesel,Manual,9900,152,2013
88000,Volkswagen,Diesel,Automatic,9900,142,2013
149711,Nissan,Gasoline,Manual,9945,119,2013
91000,Audi,Gasoline,Manual,9950,106,2013
99948,Ford,Gasoline,Manual,9950,127,2013
231000,Volkswagen,Diesel,Manual,9950,111,2014
54140,Renault,Gasoline,Manual,9950,91,2014
107826,Volkswagen,Gasoline,Manual,9990,106,2014
68100,Volkswagen,Gasoline,Manual,9990,87,2014
164750,Volkswagen,Diesel,Manual,9990,142,2014
157599,Ford,Diesel,Manual,9990,118,2014
48629,Opel,Gasoline,Manual,9990,142,2014
120000,Volkswagen,Gasoline,Manual,9995,127,2014
137400,Volkswagen,Diesel,Manual,9999,106,2014
137125,Volkswagen,Gasoline,Manual,10290,142,2014
148300,Seat,Diesel,Manual,10300,152,2014
70000,Ford,Gasoline,Manual,10400,152,2014
110148,Opel,Gasoline,Manual,10445,102,2014
122500,Seat,Gasoline,Manual,10450,124,2014
122000,Opel,Gasoline,Manual,10490,142,2014
108854,Bmw,Gasoline,Manual,10490,138,2014
119969,Volvo,Gasoline,Manual,10490,122,2014
66842,Volkswagen,Gasoline,Manual,10490,112,2014
150000,Audi,Diesel,Manual,10500,91,2014
91486,Renault,Diesel,Automatic,9290,112,2015
24500,Hyundai,Gasoline,Automatic,9350,88,2015
62500,Seat,Gasoline,Manual,9350,87,2015
137533,Opel,Diesel,Manual,9390,133,2015
95000,Hyundai,Gasoline,Manual,9450,91,2015
107000,Ford,Diesel,Automatic,9450,165,2015
96896,Opel,Diesel,Manual,9480,106,2015
127726,Opel,Diesel,Manual,9480,172,2015
216145,Hyundai,Gasoline,Automatic,9490,168,2015
55257,Toyota,Gasoline,Manual,9490,100,2015
179999,Opel,Diesel,Automatic,9495,138,2015
116889,Volkswagen,Diesel,Manual,9580,112,2015
188864,Bmw,Diesel,Automatic,9680,193,2015
149433,Opel,Diesel,Manual,9680,142,2015
119395,Opel,Diesel,Manual,9680,172,2015
61927,Opel,Gasoline,Manual,9750,172,2015
65518,Opel,Diesel,Automatic,9780,96,2015
68600,Fiat,Gasoline,Manual,8650,70,2016
82360,Ford,Diesel,Manual,8680,122,2016
169433,Opel,Diesel,Manual,8680,162,2016
118740,Renault,Diesel,Manual,8680,133,2016
133685,Citroen,Diesel,Manual,8680,122,2016
181888,Skoda,Diesel,Automatic,8700,152,2016
105521,Ford,Diesel,Manual,8750,96,2016
176873,Opel,Diesel,Automatic,8780,133,2016
167561,Opel,Diesel,Manual,8780,138,2016
86600,Opel,Gasoline,Manual,8780,70,2016
82210,Opel,Gasoline,Manual,8790,88,2016
83692,Peugeot,Diesel,Manual,8799,76,2016
49000,Seat,Gasoline,Manual,8800,76,2016
213000,Kia,Diesel,Automatic,8800,143,2016
20000,Peugeot,Electric,Automatic,8815,68,2016
99289,Citroen,Diesel,Manual,8880,100,2016
224587,Ford,Diesel,Manual,8890,152,2016
192000,Ford,Diesel,Manual,8900,122,2016
168000,Volkswagen,Diesel,Manual,8900,103,2016
84200,Fiat,Gasoline,Manual,6450,70,2017
249905,Opel,Diesel,Manual,6480,112,2017
49500,Volkswagen,Gasoline,Manual,6490,61,2017
46900,Skoda,Gasoline,Manual,6490,61,2017
45200,Volkswagen,Gasoline,Manual,6490,61,2017
24000,Volkswagen,Gasoline,Manual,6550,61,2017
45000,Smart,Gasoline,Manual,6799,72,2017
37700,Seat,Gasoline,Manual,6900,61,2017
44656,Mitsubishi,Gasoline,Manual,6950,72,2017
59500,Volkswagen,Gasoline,Manual,6970,61,2017
186673,Opel,Diesel,Manual,6980,138,2017
196849,Opel,Diesel,Manual,6980,112,2017
162274,Opel,Diesel,Manual,6980,112,2017
41600,Citroen,Gasoline,Manual,6980,70,2017
204062,Opel,Diesel,Manual,6990,96,2017
222955,Opel,Diesel,Manual,6990,138,2017
63000,Skoda,Gasoline,Manual,6999,61,2018
45896,Seat,Other,Manual,7450,69,2018
150533,Opel,Diesel,Manual,7480,112,2018
171423,Opel,Diesel,Manual,7480,112,2018
31800,Volkswagen,Gasoline,Manual,7550,61,2018
154544,Opel,Diesel,Manual,7680,112,2018
77181,Opel,Diesel,Manual,7780,76,2018
29783,Renault,Gasoline,Manual,7850,70,2018
214687,Opel,Diesel,Automatic,7890,138,2018
26500,Kia,Gasoline,Manual,7950,68,2018
139430,Opel,Diesel,Automatic,7980,138,2018
186121,Opel,Diesel,Manual,7980,112,2018
39177,Hyundai,Gasoline,Manual,7990,68,2018
79818,Smart,Gasoline,Manual,7990,72,2018
45000,Volkswagen,Gasoline,Manual,7990,61,2018
59303,Dacia,Gasoline,Manual,7990,74,2018
100000,Ford,Diesel,Manual,7999,87,2018
109078,Opel,Diesel,Manual,8280,112,2018
189031,Seat,Diesel,Manual,8290,118,2018
25219,Skoda,Gasoline,Manual,8350,61,2018
27250,Peugeot,Gasoline,Manual,10990,83,2019
4900,Opel,Gasoline,Manual,10990,91,2019
25419,Hyundai,Gasoline,Manual,10997,76,2019
26300,Peugeot,Gasoline,Manual,11190,112,2019
4600,Fiat,Gasoline,Manual,11220,70,2019
27517,Ford,Diesel,Manual,11280,87,2019
8453,Opel,Gasoline,Manual,11440,88,2019
34900,Opel,Gasoline,Manual,11450,91,2019
33692,Dacia,Gasoline,Manual,11450,91,2019
59889,Opel,Gasoline,Manual,11470,84,2019
85416,Opel,Diesel,Manual,11490,112,2019
8000,Opel,Gasoline,Manual,11490,91,2019
25900,Ford,Gasoline,Manual,11500,72,2019
22445,Opel,Gasoline,Manual,11680,91,2019
2000,Citroen,Gasoline,Manual,11697,69,2019
20411,Smart,Electric,Automatic,11749,83,2019
75949,Opel,Diesel,Manual,11790,112,2019
13770,Ford,Gasoline,Manual,11850,87,2019
13850,Smart,Gasoline,Manual,11880,91,2019
10000,Skoda,Gasoline,Manual,11900,76,2019
5000,Hyundai,Gasoline,Automatic,12590,68,2020
5500,Volkswagen,Gasoline,Manual,12680,61,2020
8450,Mitsubishi,Gasoline,Automatic,12690,81,2020
11281,Opel,Gasoline,Manual,12740,76,2020
15892,Opel,Gasoline,Manual,12740,76,2020
20,Skoda,Gasoline,Manual,12750,61,2020
10,Fiat,Gasoline,Manual,12850,70,2020
3397,Mitsubishi,Gasoline,Automatic,12890,81,2020
20,Dacia,Gasoline,Manual,12916,102,2020
3155,Fiat,Gasoline,Manual,12945,70,2020
10,Fiat,Gasoline,Manual,12945,70,2020
3000,Fiat,Gasoline,Manual,12945,70,2020
1500,Citroen,Gasoline,Manual,12950,83,2020
50200,Ford,Diesel,Manual,12950,87,2020
100,Ford,Gasoline,Manual,12950,96,2020
7500,Renault,Gasoline,Manual,12980,73,2020
15,Fiat,Gasoline,Automatic,12990,70,2020
2500,Mitsubishi,Gasoline,Automatic,12990,81,2020
7368,Fiat,Gasoline,Manual,12990,70,2020
15,Skoda,Gasoline,Manual,15985,96,2021
10,Dacia,Gasoline,Automatic,15990,92,2021
20,Renault,Gasoline,Manual,15990,102,2021
10,Fiat,Hybrid,Manual,15990,70,2021
5,Toyota,Gasoline,Manual,15990,73,2021
10,Renault,Electric,Automatic,15990,111,2021
10,Kia,Gasoline,Manual,15990,85,2021
20,Fiat,Gasoline,Automatic,15990,70,2021
10,Skoda,Gasoline,Manual,16250,96,2021
20,Skoda,Gasoline,Manual,16350,96,2021
50,Hyundai,Gasoline,Manual,16399,85,2021
8452,Volkswagen,Gasoline,Manual,16450,81,2021
10,Renault,Gasoline,Manual,16490,92,2021
181443,Seat,Diesel,Manual,4299,106,2011
195000,Volkswagen,Gasoline,Manual,4299,87,2011
145000,Opel,Gasoline,Manual,4300,122,2011
194000,Opel,Diesel,Manual,4300,167,2011
45500,Citroen,Gasoline,Manual,4300,69,2011
128450,Opel,Diesel,Manual,4325,96,2011
174900,Dacia,Gasoline,Manual,4350,85,2011
225000,Audi,Gasoline,Manual,4397,106,2011
113000,Fiat,Gasoline,Manual,4400,70,2011
74000,Renault,Gasoline,Manual,4400,76,2011
101978,Smart,Gasoline,Automatic,4400,62,2011
200000,Opel,Diesel,Manual,4400,162,2011
148298,Skoda,Gasoline,Manual,4400,87,2011
167000,Ford,Diesel,Manual,4450,118,2011
92000,Smart,Gasoline,Automatic,4450,72,2011
94000,Opel,Gasoline,Manual,4450,142,2011
137000,Ford,Gasoline,Manual,4480,61,2011
183600,Hyundai,Diesel,Manual,4490,91,2011
120790,Ford,Gasoline,Manual,4490,162,2011
98000,Nissan,Gasoline,Manual,4490,99,2011
146000,Citroen,Gasoline,Manual,4900,122,2012
147700,Ford,Diesel,Manual,4950,96,2012
85730,Dacia,Gasoline,Manual,4980,85,2012
134000,Mitsubishi,Gasoline,Automatic,4980,96,2012
82000,Opel,Gasoline,Manual,4990,70,2012
131750,Volkswagen,Diesel,Manual,4990,76,2012
145300,Ford,Diesel,Manual,4990,70,2012
45296,Chevrolet,Gasoline,Manual,4990,69,2012
62000,Volkswagen,Gasoline,Manual,4990,61,2012
189000,Opel,Diesel,Manual,4990,167,2012
131128,Volkswagen,Gasoline,Manual,4990,70,2012
89675,Ford,Gasoline,Manual,4990,61,2012
148000,Ford,Gasoline,Manual,4990,152,2012
93000,Peugeot,Gasoline,Manual,4990,96,2012
99250,Ford,Gasoline,Manual,4995,61,2012
90000,Hyundai,Gasoline,Manual,4999,87,2012
102000,Volkswagen,Gasoline,Manual,4999,61,2012
218199,Volkswagen,Diesel,Manual,4999,106,2012
140000,Renault,Gasoline,Automatic,4999,142,2012
89100,Seat,Gasoline,Manual,5900,87,2013
62000,Toyota,Gasoline,Manual,5900,69,2013
97000,Skoda,Gasoline,Manual,5900,87,2013
133393,Seat,Gasoline,Manual,5950,106,2013
73000,Peugeot,Gasoline,Manual,5950,96,2013
109200,Skoda,Gasoline,Manual,5970,87,2013
131000,Renault,Diesel,Manual,5980,91,2013
77000,Fiat,Gasoline,Manual,5990,70,2013
146000,Opel,Gasoline,Manual,5990,102,2013
128000,Opel,Gasoline,Manual,5990,102,2013
61590,Seat,Gasoline,Manual,5990,61,2013
53000,Renault,Diesel,Manual,5990,112,2013
40000,Skoda,Gasoline,Manual,5990,76,2013
133950,Renault,Gasoline,Manual,5990,118,2013
110000,Opel,Gasoline,Manual,5990,102,2013
94000,Ford,Gasoline,Manual,5990,61,2013
77000,Opel,Gasoline,Manual,5990,88,2013
103000,Seat,Gasoline,Manual,5995,106,2013
41000,Opel,Gasoline,Manual,5999,70,2013
65000,Ford,Gasoline,Manual,5999,91,2013
200000,Volkswagen,Diesel,Manual,6200,106,2014
150000,Opel,Diesel,Manual,6200,112,2014
107900,Skoda,Gasoline,Manual,6200,87,2014
70200,Volkswagen,Gasoline,Manual,6200,76,2014
56000,Opel,Gasoline,Manual,6200,87,2014
32900,Renault,Electric,Automatic,6250,59,2014
62000,Fiat,Gasoline,Manual,6250,70,2014
80000,Opel,Gasoline,Manual,6280,88,2014
8150,Mitsubishi,Gasoline,Manual,6295,72,2014
90000,Fiat,Gasoline,Manual,6350,70,2014
44000,Fiat,Gasoline,Manual,6390,70,2014
